canonical_smiles,CYP1A2_pIC50_direct_inhibition,chemprop_split
O=C1C[C@H]2OCC[C@@]2(c2nc(-c3ccc4c(c3)CCC4)no2)CN1,4.867253745,train
O=C(Nc1c[nH]nc1-c1ccccn1)c1cccc(-n2ccc(C(F)(F)F)n2)c1,5.176037263,train
CCCn1nc(C)c(C(=O)Nc2cccc(-c3nnnn3C)c2)c1C,3.874486005,train
O=c1c2cncn2c2ccccc2n1CC1C2CCCCCC21,5.529981917,train
O=C(NCc1ccc(-n2ccnc2)nc1)NC1COc2ccccc21,5.379134973,train
Cn1cncc1[C@@H]1C[C@H]1C(=O)Nc1c[nH]c2ccccc12,5.416281745,train
Cc1ccn2c(=O)c(C(=O)N3CCN(C4CC4)c4c(C)cccc43)cnc2c1,3.235258265,val
COc1cccc2sc(NC(=O)C3CCCOC3C)nc12,4.911011337,train
CC(C)N1CCCN(c2nccc(Oc3ccccc3)n2)CC1,5.273967155,val
COC(=O)COCC1CCCN(c2ncnc3[nH]c4cc(Br)ccc4c23)C1,5.081854505,train
COc1ccc2[nH]nc(C(=O)NC(C)c3ccccc3N(C)C)c2c1,5.030569498,train
Cc1nn(C(F)F)c(C)c1CC(=O)N1CCc2[nH]ncc2C1,4.189079855,train
O=C(NCC(=O)N1Cc2ccccc2C1)c1nn[nH]c1-c1ccccc1,3.255417185,val
CCOc1cc(CNC(=O)C2CCc3[nH]ncc3C2)ccc1OC,5.796193795,train
O=C(Nc1ccc(-c2cncnc2)cc1)[C@@H]1C[C@@H]2[C@H](C1)C2(F)F,5.211921692,train
CC(Cc1cn(C)c2ccc(F)cc12)N1C(=O)CNC1=O,4.668175377,train
O=C(NC[C@]12C[C@H]1COC21CCC1)c1cc(-c2ccco2)[nH]n1,2.098388835,train
CC(Cc1cn(C)c2ccc(F)cc12)Nc1ncnc2c1ncn2C,4.741873508,val
O[C@H]1CC(Cn2cccn2)C[C@@H]1Nc1nccc(-n2cccn2)n1,5.235968535,train
Cc1csc2nc(Cc3c[nH]c4ncccc34)[nH]c(=O)c12,4.901963337,train
COC(C)(C(=O)N1CCN(c2nccc(C(C)C)n2)CC1)c1ccccc1,4.508949242,val
O=C(Nc1cnn(-c2ccccc2)c1)NC(c1ccccc1)c1nnc[nH]1,3.942125723,val
Cc1ccn2ncc(C(=O)Nc3ccc(OCc4cccc(C#N)c4)c(F)c3)c2n1,3.794313387,train
O=C(N[C@@H]1CC(Cn2cccn2)C[C@H]1O)c1onc2ccccc12,3.86872516,train
Cc1cccc(C(C)NC(=O)c2cc(-c3ccccc3O)[nH]n2)c1C,5.206897602,train
Fc1cc2cc[nH]c2c(F)c1-c1cnn(C2CCCCO2)c1,5.544890505,train
CC(C)(C)OCC1CCCN(C(=O)COCc2ccncc2)C1,5.310150098,train
CC(NCC(C)(O)c1ccccc1)c1cccc(-n2ccnc2)c1,5.4050786,train
CN1CCC(CNC(=O)c2nc(N3CCCC3)ncc2Cl)CC1,3.98482508,train
O=C(NCc1cccc(Cn2ccnc2)c1)c1cn2ccccc2n1,5.307070495,train
Cc1cc(NC(=O)NC(c2ccccn2)C2CC2)cc(C)n1,3.000227785,train
Cc1cccc(NS(=O)(=O)c2cccc(C(=O)Nc3ccc4c(c3)C(=O)NCC4)c2)c1,5.046667327,train
CC(C)c1cccc(Nc2nc(C3COCCO3)cs2)c1,5.676891138,train
C[C@@H](c1cccc(F)c1)n1cc(CC2(C#N)CCCCC2)nn1,2.183939,train
COC(=O)c1[nH]c(C)cc1NC(=O)c1ccc(N2CCC(C)=N2)cc1,4.175317817,val
FC(F)(F)[C@@H]1C[C@H]1Cn1cc(-c2ccn(C3CCC3)n2)nn1,5.284392625,train
Cn1cc(NC(=O)c2ccc(C(=O)O)nc2)c(-c2ccccn2)n1,3.340069977,val
FC(F)(F)c1ccc(CCNc2ccn(-c3ncccn3)n2)cc1,6.44116655,train
Cc1c(NC(=O)c2c(C(F)F)nc3n2CCCC3)cccc1-n1cnnn1,4.902761188,train
Cn1cncc1-c1cn(CC(O)Cc2cccc(F)c2)nn1,5.943690125,train
Cc1cnc(-c2cn(CC3COc4ccccc4O3)nn2)c(C)c1,4.857112792,train
Cc1ccc(Cc2noc(CC3CC(=O)Nc4ccccc43)n2)cc1C,4.97390783,val
NC(=O)c1oc2ccccc2c1NC(=O)CCC=Cc1ccccc1,5.307835752,train
CC1(NC(=O)c2cccc(Nc3nccs3)c2)CC(F)(F)C1,5.339429423,train
CCn1ccnc1-c1cn([C@@H]2c3cc(OC)ccc3CC[C@H]2O)nn1,5.585823915,train
CCOC1(CN(Cc2ccns2)c2ncncc2Br)CCC1,5.10768271,train
CCc1ccc2c(c1)CCN2C(=O)Nc1cn(C)nc1C(F)(F)F,5.431624307,val
COC1(c2nccn2C)CCN(c2ncnc3ccsc23)CC1,5.253674242,train
CC(=O)NC1CCN(c2ncnc(N3CCC(NC(C)=O)C3)c2C)C1,2.21598687,train
Cc1c[nH]c(=O)c(CNC(=O)NC(c2ccccc2)C2CCCC2)c1,5.017242875,train
CC(C)CC1C(=O)NCCN1S(=O)(=O)c1c[nH]c2ncccc12,2.532522198,train
CCc1noc(Cn2cnc3scc(-c4cccs4)c3c2=O)n1,5.155951453,train
CC(c1nc(Cc2cccnc2)no1)N1CCc2ccccc21,5.266856083,train
Cn1c(=O)oc2c(C(=O)N[C@H]3c4ccccc4CC[C@H]3O)cccc21,4.737715497,train
Cn1cnnc1C1CCCN1c1cccc(-n2cnc3ccccc32)n1,3.70103229,val
CCN1CC[C@H]2OCCN(C(=O)c3n[nH]c4ccccc34)[C@H]2C1,3.131129773,train
CC(CN1CCN(c2ccccn2)CC1)NC(=O)c1c[nH]c2cccnc12,3.434587342,train
O=C1COc2c(NCCCOc3ccc(Cl)cc3)cc(Cl)cc2N1,5.328568543,val
Cc1noc(C)c1C(C)c1nc(CCCOc2cccc3ccccc23)no1,5.617261335,train
CCn1c(SCC(=O)N(C)C2CCCCC2)nc2ccccc2c1=O,5.30529893,train
COc1ccccc1-c1cn(Cc2coc(C3CC3)n2)nn1,5.021856983,train
COc1ccccc1[C@H](O)CNC1CCc2cc(F)c(Cl)cc21,4.923873225,train
Cc1cc(NCc2cccnc2OC(C)C)n2nc(C)c(Br)c2n1,5.114729933,train
CN(C)c1nccc2c1CCCN2C(=O)c1coc(C2CC2)n1,3.896427225,train
COc1cccc(CNC(=O)CC2(N3CCOCC3)CCCC2)n1,3.40651477,train
CCn1ncc(Cl)c1-c1nc(Cc2ccccc2OC)no1,5.58659819,train
Cn1ccc2c(C(=O)Nc3ccc4c(c3)NC(=O)CC4)cccc21,4.362328292,train
COc1ccc2c(c1)[C@H](n1cc(-c3ccccc3OC)nn1)CCO2,4.947380695,train
C=CC(COC)NC(=O)N1CCC(c2cncn2C)CC1,3.60950645,train
CC(=O)N1CCC(NC(=O)NC2CCN(c3ccccc3C(F)(F)F)C2)CC1,4.07457127,train
CNC(=O)C1CCCN(C(=O)c2ccc(-n3ccnc3)cc2)C1,5.328740902,val
Cc1cnccc1CCN1CCN(c2ncnc3c2cnn3C)CC1,4.013291025,train
O=C(NCc1cccc(O)c1)c1sc2ccccc2c1Cl,6.30727257,train
CC(C)(C(=O)N1CCN(c2cc(C3CC3)n[nH]2)CC1)c1ccc(F)cc1,4.535458238,val
O=C(NCC1C2Cc3ccccc3C12)c1cc2c(F)cccc2[nH]1,6.495533205,train
Cc1ccc2[nH]c(C3CCCN3C(=O)c3ccc(C(C)C)nc3)nc2c1,4.03319713,train
Cc1ccc(NC(=O)c2cncc(F)c2)cc1C(=O)NC(C)C,4.734020822,train
FC(F)(F)Cn1c(-c2ccccc2)cnc1SCc1nccs1,5.35283503,val
Cc1nn(C(C)(C)C)c2nc(C(C)C)cc(C(=O)Nc3ccc4c(c3)NC(=O)CC4)c12,1.90962809,train
Cc1cccc(C(NC(=O)N2CCC(Cn3cccn3)CC2)C(C)(C)C)c1,2.632390405,train
Cc1cc(C)nc(-c2noc(C(CC(C)C)N3CCCCC3=O)n2)c1,2.657626473,train
O=C(Cc1csc(-c2ccc(C(F)(F)F)cc2)n1)Nc1cc2n(n1)CCC2,2.222225958,train
Nc1nccc(C2CCCN(C(=O)c3coc(C4CCCCC4)n3)C2)n1,4.188894158,val
CC1CC(c2ccc(Br)cc2)CN1C(=O)NCc1cccnc1,5.212759145,train
CCC(CC)n1nccc1C(=O)NCC(C)(C)c1ccc(C)cn1,3.588619277,train
O=C(Cc1cnn(Cc2ccccc2)c1)Nc1ncc(C2CCCCC2)cn1,4.94583745,train
O=C(Nc1cccc(-c2nc(Cn3cnc4ccccc43)no2)c1)C1CCCO1,3.941705128,train
O=C(Cc1csc(-c2ccc3c(c2)OCO3)n1)NC1CCc2[nH]ncc2C1,5.875974053,train
COc1cccc(CC(=O)Nc2ccc(-n3cnc(C)c3C)cc2)n1,4.300952497,val
CN1C(=O)CCc2cc(NC(=O)C(F)(F)C3(O)CCC3)ccc21,3.363730327,train
CCC(C)n1ccc(NC(=O)Cc2cnn(Cc3ccccc3)c2)n1,5.200461928,val
O=C1CCc2cc(-c3cccc(O)c3F)cc3c2N1CCC3,5.15856721,train
Cc1cn(C(C)C)nc1NC(=O)c1cccn1Cc1ccncc1,5.269682055,train
Cc1cc(NC(=O)C(c2ccccc2)N(C)CCCn2ccnc2)no1,6.365419265,train
Cc1ccc(NC(=O)N2CCN(c3cnccn3)CC2)cc1OCC(F)F,4.999545695,val
CN(Cc1ccccc1)C(=O)N1CCC(Oc2ncccc2F)CC1,2.645436473,train
O=C(c1ccn(-c2cc(F)cc(F)c2)n1)N1CCCc2ccccc21,5.089029995,train
COCC1(C(=O)Nc2cnc3c(F)c(F)ccc3c2)CCCCC1,5.18596381,val
C[C@H](NC(=O)Cc1cnn(-c2ccccc2)n1)c1ccc(C(F)(F)F)nc1,5.587521188,train
CC(=O)Nc1nc(C(=O)N2CCC(c3ncc(C)s3)CC2)cs1,2.63697236,train
Cc1cc(C(=O)N[C@H](C)c2ccc(C(F)(F)F)nc2)on1,3.614950857,val
Cn1c(=O)c(CNC2(CCO)CCOC2)cc2ccccc21,4.52852544,train
O=S(=O)(Nc1ccn(-c2ncccc2F)n1)c1ccc(OC(F)(F)F)cc1,4.777768225,val
CCc1ccc(-c2nnc(SCC3(C)CS(=O)(=O)C3)[nH]2)cc1,5.372954847,train
CC1(NC(=O)Nc2ccc3ccccc3n2)CCCOC1,5.14139961,train
NC(=O)C1(c2ccccc2)CCN(Cc2nc(Cc3cccc(F)c3)no2)C1,3.774960395,val
NC(=O)c1ccccc1Oc1ccc(NC(=O)NCc2ccc(Cl)cn2)cc1,4.13112114,train
Cc1[nH]c2ccccc2c1C1=CCN(C(=O)Nc2cc(C)c3cn[nH]c3c2)CC1,5.619969043,train
O=C(Nc1ccc2nc(C3CC3)sc2c1)N1CCn2cncc2C1,5.309551372,train
Cc1nn(-c2ccc(Cl)cc2Cl)c(C)c1CC(=O)N1CC(CO)c2ccccc21,4.320567018,val
Cc1ccc2ncc(-c3noc(-c4cccc(NC(=O)C5CCCO5)c4)n3)n2c1,4.17323028,train
O=C(NCc1ccn(-c2ccccc2)n1)c1cc2cc(F)ccc2[nH]1,5.571034195,train
Cc1ccc2nc(NC(=O)c3cccn3Cc3ccncc3)sc2c1,5.392889668,train
c1cc(OCC2CC2)ncc1-c1noc(C23CCCN(CCC2)C3)n1,3.929221478,train
Cc1ccccc1-c1cc(C(=O)Nc2cc3ccccc3nn2)c2cnn(C(C)C)c2n1,4.387167883,train
Cc1sc(C(C)NC(=O)CC2(C(=O)[O-])CCC2)nc1-c1ccc(Cl)cc1,5.024121013,train
NC1=Nc2nc3cc4c(cc3n2C(c2cccc(OCc3ccc(F)cc3F)c2)N1)OCCCO4,4.53786015,train
Cc1cccnc1NCc1nc(C(F)(F)F)n2c1CCCC2,5.224100145,train
Cc1ccc2[nH]c3c(c2c1)CC(Nc1nc(C)ns1)CC3,5.412610013,train
c1cc(-c2noc(-c3cn[nH]c3-c3ccc4c(c3)OCO4)n2)cs1,6.303200555,train
CNc1ccc(C(=O)NCCc2c(C)[nH]c3ccccc23)nc1,5.42342565,train
COc1ccccc1OCC(O)Cn1nnn(C2CCCC2)c1=O,4.459346655,train
Fc1ccc(CNC2(c3nccc(C(F)(F)F)n3)CC2)cc1,4.93336408,train
CCCc1c(-c2nc(CC3(C)CC3(F)F)no2)nnn1CC,5.402288363,train
COCCC1(CNC(=O)Nc2ccc(-n3ccnn3)cc2)CC1,4.593093738,train
O=C(c1cccc2[nH]ccc12)N1CCc2ccc([N+](=O)[O-])cc2C1,4.939639675,train
O=C(C1CCN(c2nc3ccccc3o2)CC1)N1CCCC2(CCCc3ccccc32)C1,4.237526648,val
O=C(Nc1ccc(OCCN2CCCCC2)cc1)c1cccc(Cn2ccnc2)c1,4.912275887,train
O=C(NCc1cccc2[nH]ccc12)Nc1cccc(N2CCCC2)c1,5.042702487,train
COc1ccc(-c2[nH]c3ccccc3c2CCC(=O)NCc2cc(=O)nc(SC)[nH]2)cc1,4.007750837,val
O=C(Nc1ccc(SCCN2CCCC2)cc1)c1cccc(Cn2ccnc2)c1,5.370652495,train
CN1C(=O)CCCC1C(=O)Nc1ccc(Oc2ccncc2)c(Cl)c1,5.852009543,train
CC1CN(C(=O)Cc2c[nH]c3ncccc23)c2ccccc2O1,5.027380925,train
CCc1c[nH]c2ncnc(N3CCCC(n4cc(C)cn4)C3)c12,5.031979407,val
O=C1CCCN1Cc1ccc(NCc2cnn(-c3ccccc3)n2)cc1,3.631932888,val
CCCOc1ccc2[nH]cc(CCNC(=O)c3cncc4[nH]ccc34)c2c1,5.512484602,train
COc1cc(Br)ccc1NC(=O)C(C)c1cn(C)c2ccccc12,5.621801438,train
Cn1cc(NC(=O)NCc2cn(-c3ccccc3)nc2-c2ccncc2)c(-c2ccncc2)n1,4.631574237,train
COC(=O)c1c(COc2ccc(C3CC3)cc2Cl)nn2c1CCCC2,5.532844648,train
NCCc1c[nH]c2c(OCc3ccccc3)cccc12,6.960038212,val
COc1ccc(-c2nc(C)c(C(C)NC(=O)NCc3c[nH]nc3C)s2)cc1,5.199803552,train
COCc1cc(Cl)cc(S(=O)(=O)N[C@]23CCC[C@H]2CNC3)c1,4.80178124,train
COc1cccc2c1ccc(=O)n2CC1CCC1(OC)OC,5.127732293,train
Cc1nccnc1CCNc1ncnc2sc(C(F)(F)F)nc12,5.17612895,train
COC(=O)c1c(CNS(=O)(=O)c2ccc(F)c(C(=O)N3CCCC3)c2)nn2c1CCCC2,3.955306943,train
Oc1ccc2c(c1)CCN(c1nccn3nc(C(F)(F)F)cc13)CC2,5.32895928,train
CC1(C)Oc2cc(-c3ccc4c(c3)CCOC4)ccc2NC1=O,5.471223128,train
Cc1ncn(-c2ccc(NC(=O)c3cccc(NC(N)=O)c3)cc2)c1C,3.170949508,train
O=C(Nc1ccc(Cl)c(F)c1)N1CCc2cnccc2C1,5.83376288,train
COc1cc(CC(=O)Nc2cc(C(F)(F)F)n(C)n2)ccc1C,3.9816744,train
COc1cc(OC)c2ncnc(N3CCOC4(CCCC4)C3)c2c1,4.89550261,train
CC1(C)Cc2cc(-c3cccc4c3CC(=O)N4)ccc2O1,5.319163178,train
O=S(=O)(NCCCC(F)(F)F)c1nnc(-c2ccccc2)s1,6.060211415,train
COc1ccc2c(c1)N(C(=O)CC1CCNCC1)CC2C,5.383637797,val
O=c1[nH]c2ccccc2c(=O)n1CCS(=O)(=O)NC1CC1,3.906673188,train
CNS(=O)(=O)c1csc(C(=O)Nc2ccc(Oc3ccccc3Cl)cc2)c1,5.749697375,train
CCOc1nc(C)ccc1C(=O)NCc1noc(-c2ccccc2)c1C,4.994680215,train
O=C(Nc1cc2c3c(c1)CCC(=O)N3CCC2)c1ccco1,5.246580845,train
CS(=O)(=O)Nc1ccc(-c2csc(Nc3ccc(Cn4cncn4)cc3)n2)cc1,6.077491923,train
CCN(CC)C(=O)NCc1nc(-c2ccc(C)cc2)c[nH]1,4.944019035,train
COc1cccc(C(O)CNC(=O)c2cnn(C)c2Cc2ccccc2)c1,3.85430554,train
Cn1nncc1C(=O)NC1CCN(c2cccc(OC(F)(F)F)c2)C1,5.743245413,train
Cc1nnc(N2CCN(C(=O)Nc3cccnc3)CC2)s1,4.463285895,train
c1ccc(C(NCc2ccc(-n3ccnc3)cc2)c2ncc[nH]2)cc1,5.715288297,train
COc1ccccc1-c1ccc(C(=O)N2CCCNC(=O)[C@@H]2C)s1,5.006135698,train
Clc1cccc2c1cc1n2CCN(Cc2nnc(-c3ccccc3)o2)C1,5.016708087,train
COC(=O)c1ccnc(N2CCCCC2CC2CCC2)n1,4.999786098,train
O=C(NCC(O)c1cccc(Cl)c1)c1c[nH]nc1-c1cccnc1,5.977034813,train
O=C1C2CCCCN2S(=O)(=O)N1CCC1CCc2ccccc21,5.464100948,train
Cc1nc(-c2ccc3c(c2)CCN3C(=O)c2nc(C)n(C)n2)cs1,4.66787877,train
COc1ncc(Cl)c(N2CCN(c3nc(C)cs3)CC2)n1,5.385603342,train
Cc1ccc2nc(CNc3ccc(CCC(C)C)cc3)cc(=O)n2c1,2.82204377,train
Cc1cc(F)c(Br)cc1NS(=O)(=O)c1cccc(Cl)c1O,5.171987592,train
NC(=O)CCOc1ccccc1NCc1c[nH]nc1-c1ccc(Br)s1,5.464391818,train
Cc1ccc2nc(COC(=O)C(O)c3cc(Cl)cc(Cl)c3)cc(=O)n2c1,4.303932018,train
O=C(Nc1cc(Cc2ccccc2)ccc1O)c1cccc(-n2ccnc2)n1,6.372552588,val
Cc1conc1NC(=O)CCc1c(-c2ccc(F)cc2)[nH]c2ccccc12,6.15710088,train
O=S(=O)(NCc1cn(-c2ccccc2)nc1-c1ccc(F)cc1)c1cccnc1,5.63280378,train
O=C(Cc1cn(-c2ccccc2)nc1-c1ccc(F)cc1)Nc1cccnc1,5.216356323,train
COc1nscc1C(=O)NCc1ccc(N2CCCC2)cc1,5.250553917,train
O=C(c1cccc(Br)c1)N1CCN(c2ccc(Cl)cn2)CC1,5.504600788,train
CC1c2cccn2CCN1C(=O)Cn1nnc2ccccc21,3.434480737,train
O=C(NCc1nc2ccccc2s1)C(O)c1cc(Cl)cc(Cl)c1,5.570652172,val
O=C(Nc1cccc(-c2nc3ccccc3s2)c1)c1ccncc1F,6.93558928,train
CC(C)(NC(N)=O)c1cn(Cc2nc(-c3c(F)cccc3F)cs2)nn1,3.669168845,train
CSCc1cccnc1C(=O)Nc1cccc(C(F)F)c1Cl,5.877808642,train
O=C1NCCc2ccc(S(=O)(=O)Nc3cccc4cc[nH]c34)cc21,4.376919622,val
O=C(NCc1ccc(C2CC2)cc1F)c1cc2occc2[nH]1,5.3115665,train
Cn1c(C(=O)N2CCC(c3c[nH]c4ncccc34)CC2)c2n(c1=O)CCCC2,3.445593937,train
Cc1nc(-c2c[nH]c(C(=O)NCc3ccc(Br)s3)c2)cs1,6.310498873,val
Cc1cn(-c2ccc(Cl)cc2)nc1NC(=O)NCc1ccc(CS(=O)(=O)NC(C)C)cc1,5.482208025,train
CN(C)Cc1nc2ccc(NC(=O)c3ccc(C4CC4(F)F)cc3)cc2[nH]1,5.17906553,train
Cc1nc(-c2c[nH]c(C(=O)N3CCc4[nH]nc(C)c4C3)c2)cs1,4.893008052,train
N#Cc1c(F)cccc1-n1ccc(NC(=O)NCc2nnc(C3CC3)o2)n1,5.195463408,train
N#Cc1cccc(C(=O)NCCc2nc(-c3ccc(Cl)cc3)no2)c1,7.069229052,train
CNC(=O)[C@@H](NC(=O)C1CCCN(S(=O)(=O)c2ccc3ccccc3c2)C1)C(C)C,2.100920668,train
c1ccc2c(c1)sc1ncnc(NCC3CN(C4CC4)CCO3)c12,5.203664612,train
C[C@H]1CN(C)c2ccccc2CN1C(=O)Nc1ccc(F)cc1N1CCOCC1,3.75245673,train
O=C(Nc1nc(C2CCOCC2)cs1)c1cc2n(n1)CCCC2,5.165969945,train
Cn1nnc2cc(C(=O)Nc3cnn(CC4CCCO4)c3)ccc21,3.003373938,train
Cc1ccc(CNC(=O)N2CCN(c3ncnc4ccsc34)CC2)s1,3.659686757,val
CC1COc2ccccc2CN1C(=O)c1ccnc(-n2ccnc2)c1,5.96082651,train
CCOc1cncc(CNc2ccc(C(F)(F)F)cc2)c1,5.72623009,train
Cc1ccoc1C(=O)NCc1ccc(-n2ccnc2)nc1,5.569518247,train
Cn1cnc(-c2cccc(NC(=O)c3cccc(OCC(F)F)n3)c2)n1,6.25329774,train
Cc1c(C(=O)N2CC(F)CC2CO)[nH]c2c(Cl)cccc12,5.790230268,val
Cc1cnc(-c2cccc(NC(=O)c3cnccn3)c2)o1,5.91640629,train
Cc1nn(C)cc1C(C)NC(=O)NCc1ccc(-n2ccnc2)c(F)c1,4.89869086,train
CC(NC(=O)Cc1ccc2[nH]ncc2c1)c1cc2cc(F)ccc2o1,7.520682635,train
Cc1cc(NC(=O)NCCN2CCOC(C)(C)C2)nn1C,3.86336045,train
O=C(NCc1cccc(-n2ccnc2)c1)NCC(CO)Cc1ccccc1Cl,5.17198792,train
CC(C)(CNC(=O)c1ccc(S(=O)(=O)Nc2ccccc2)cc1)c1ccncc1,4.956533548,val
O=C1NCCN1CC1CCN(C(=O)c2cc3cccnc3[nH]2)CC1,4.21134372,train
O=C(NCc1ccc2[nH]c(=O)[nH]c2c1)c1cccc(-c2cccs2)n1,6.196405395,train
COC(=O)c1cc(S(=O)(=O)NC2CCCc3ccccc32)cn1C,4.88734002,train
COc1ncc(C)cc1NC(=O)c1ccc(N2CCC(C)CC2)nc1,4.043277885,train
CC(=O)NC(C)c1nc(C(C)Oc2ccc(Br)cc2Cl)no1,5.582370968,train
Cc1cc(C)c(C(=O)NCc2ccc(-n3ccnc3)c(F)c2)o1,5.79079,train
c1ccc(CCN2CCN(c3nc4cccnc4s3)CC2)cc1,4.697340525,train
COc1ccc(F)cc1C(=O)NCc1ccc(-n2ccnc2)nc1,5.76041133,train
Cc1ccc(C(=O)NCCc2ccn(-c3ccccc3)n2)cc1Cl,5.64305967,train
Cn1cc(C(=O)NCCc2nc(-c3ccc(Cl)cc3)n[nH]2)ccc1=O,4.411099625,train
c1cc(-c2cc(C3CCN(c4cnccn4)CC3)n[nH]2)ccn1,5.152074687,val
Cc1c(Nc2ccc3nnc(-c4ccccc4F)n3n2)cnn1CCO,4.98410006,train
Cc1ccc(Cl)c(CO)c1NCc1cc(=O)n2ccsc2n1,5.914179695,train
Cc1cc(C(=O)NCCc2cnn(-c3ccccc3)c2)n(C)n1,4.940760365,val
COC1(C(C)NC(=O)c2cc3cc(Br)ccc3[nH]2)CCC1,5.41471833,train
NC(=O)COc1ccccc1C(=O)N[C@H]1C[C@H](c2ccccc2)C1,4.902856362,train
CC1CCc2ccccc2N1C(=O)COc1ccc2c(c1)NC(=O)CC2,4.579245375,train
Cc1nc(-c2cccnc2)cc(N2Cc3ccccc3C2)n1,5.026189213,train
COc1cc(C)nc(N2CCCC(Nc3ccccc3)C2)n1,5.77169407,train
CN(C)c1ccc(S(=O)(=O)N2CCCC2C(F)(F)F)cn1,4.832677073,val
O=C1COc2cc(NC(=O)NCc3ccc(-n4ccnc4)c(F)c3)ccc2N1,5.9101339,train
Cn1ccnc(N2CCN(c3ncc(Cl)cc3Cl)CC2)c1=O,4.905596782,train
CCc1cc(C(=O)N2CCC(COc3ccccc3)CC2)[nH]n1,4.384629138,train
O=C(Nc1ccc2c[nH]nc2c1)c1csc(-c2ccccn2)n1,5.972145937,train
N#Cc1ccc(Cl)cc1N1CCCC(N2CCNCC2=O)C1,6.06209163,train
CCOc1ccccc1C(=O)Nc1cccc2c1OCC(=O)N2,6.155750862,train
