seed,s,plain_rae
2026002,0.73,0.7425276086621948
2026002,0.74,0.7389632995042348
2026002,0.75,0.735398990346275
2026002,0.76,0.7318346811883151
2026002,0.77,0.7282744421826045
2026002,0.78,0.7247196015077273
2026002,0.79,0.7211647608328504
2026002,0.8,0.7176099201579732
2026002,0.81,0.714055079483096
2026002,0.82,0.7105031364339639
2026002,0.83,0.7069514986488472
2026002,0.84,0.7033999291025429
2026002,0.85,0.6998515038343615
2026002,0.86,0.696306253293127
2026002,0.87,0.6927610566340758
2026002,0.88,0.6892158599750244
2026002,0.89,0.6856706633159732
2026002,0.9,0.6821254666569219
2026002,0.91,0.6785802699978707
2026002,0.92,0.6750350733388193
2026002,0.93,0.6714918500772137
2026002,0.94,0.6679507998855341
2026002,0.95,0.6644121483459657
2026002,0.96,0.6608734968063974
2026002,0.97,0.657334845266829
2026002,0.98,0.6537961937272606
2026002,0.99,0.6502581489112936
2026002,1.0,0.6467256373677753
2026002,1.01,0.643193794172539
2026002,1.02,0.6396619509773026
2026002,1.03,0.6361301077820662
2026002,1.04,0.63259826458683
2026002,1.05,0.6290681738401948
2026002,1.06,0.6255405521449218
2026002,1.07,0.6220182234469691
2026002,1.08,0.6184971089643828
2026002,1.09,0.6149759944817965
2026002,1.1,0.6114548799992099
2026002,1.11,0.6079349271629587
2026002,1.12,0.6044195156659681
2026002,1.13,0.6009093929469427
2026002,1.14,0.5973992702279173
2026002,1.15,0.5938891475088919
2026002,1.16,0.5903790247898665
2026002,1.17,0.5868696530716309
2026002,1.18,0.5833632022299894
2026002,1.19,0.579858899330331
2026002,1.2,0.5763561451317161
2026002,1.21,0.5728533909331012
2026002,1.22,0.569350636734486
2026002,1.23,0.5658478825358711
2026002,1.24,0.5623451283372561
2026002,1.25,0.5588423741386411
2026002,1.26,0.5553396199400261
2026002,1.27,0.5518368657414111
2026002,1.28,0.5483355344188098
2026002,1.29,0.544840261190536
2026002,1.3,0.5413449879622622
2026002,1.31,0.5378498663873794
2026002,1.32,0.5343583476746222
2026002,1.33,0.530866828961865
2026002,1.34,0.5273753102491078
2026002,1.35,0.5238837915363507
2026002,1.36,0.5203922728235935
2026002,1.37,0.5169007541108362
2026002,1.38,0.513412344984349
2026002,1.39,0.5099342465630321
2026002,1.4,0.5064620219291185
2026002,1.41,0.502989797295205
2026002,1.42,0.49951757266129143
2026002,1.43,0.4960453480273779
2026002,1.44,0.4925763104202689
2026002,1.45,0.48910800872661
2026002,1.46,0.4856397070329513
2026002,1.47,0.4821714053392926
2026002,1.48,0.4787031036456338
2026002,1.49,0.475234801951975
2026002,1.5,0.47176650025831623
2026002,1.51,0.4682981985646575
2026002,1.52,0.4648298968709986
2026002,1.53,0.46136159517733993
2026002,1.54,0.4578932934836812
2026002,1.55,0.45442499179002244
2026002,1.56,0.45095669009636363
2026002,1.57,0.4474883884027049
2026002,1.58,0.44402008670904614
2026002,1.59,0.44055178501538744
2026002,1.6,0.4370834833217285
2026002,1.61,0.43361518162806983
2026002,1.62,0.43014687993441103
2026002,1.63,0.4266785782407524
2026002,1.64,0.4232107768358334
2026002,1.65,0.41974647118133385
2026002,1.66,0.4162854342973329
2026002,1.67,0.4128293991645972
2026002,1.68,0.40937436955539597
2026002,1.69,0.40592788785722295
2026002,1.7,0.40248868171578805
2026002,1.71,0.399053705069282
2026002,1.72,0.39561872842277584
2026002,1.73,0.3921872130660678
2026002,1.74,0.38875840544351364
2026002,1.75,0.3853350909481556
2026002,1.76,0.38192081831412233
2026002,1.77,0.3785206319324169
2026002,1.78,0.37512773811428973
2026002,1.79,0.3717516796324752
2026002,1.8,0.3683774060657614
2026002,1.81,0.36500786891216347
2026002,1.82,0.36164179738036256
2026002,1.83,0.35827749819259597
2026002,1.84,0.354921693199246
2026002,1.85,0.3515945371763213
2026002,1.86,0.3482814439569256
2026002,1.87,0.3449773309043243
2026002,1.88,0.34167968699915163
2026002,1.89,0.33839001210909186
2026002,1.9,0.3351236538845177
2026002,1.91,0.33185959935771614
2026002,1.92,0.3285955448309146
2026002,1.93,0.325335174594752
2026002,1.94,0.3220829679602704
2026002,1.95,0.31885347794983665
2026002,1.96,0.3156346324875209
2026002,1.97,0.3124221596635522
2026002,1.98,0.3092096868395835
2026002,1.99,0.30599721401561486
2026002,2.0,0.3027847411916462
2026002,2.01,0.29957569466985934
2026002,2.02,0.29637065193715595
2026002,2.03,0.2931757933272128
2026002,2.04,0.28998190496868054
2026002,2.05,0.28678995560750736
2026002,2.06,0.2836129315919884
2026002,2.07,0.28044647845531706
2026002,2.08,0.27730202474665594
2026002,2.09,0.2741575710379949
2026002,2.1,0.2710131173293337
2026002,2.11,0.2678871115992026
2026002,2.12,0.26477482552268594
2026002,2.13,0.26168008012357474
2026002,2.14,0.2586009444073893
2026002,2.15,0.2555225462441512
2026002,2.16,0.25245867892278406
2026002,2.17,0.24940750539859471
2026002,2.18,0.24635633187440514
2026002,2.19,0.24331203340764002
2026002,2.2,0.24027534455478936
2026002,2.21,0.23725371498926176
2026002,2.22,0.23424564128149586
2026002,2.23,0.2312462059609706
2026002,2.24,0.22825625436025537
2026002,2.25,0.22528913637336767
2026002,2.26,0.2223695906104803
2026002,2.27,0.21950452738933807
2026002,2.28,0.2167013495454926
2026002,2.29,0.21395258357073943
2026002,2.3,0.2112259830829239
2026002,2.31,0.20858851116113092
2026002,2.32,0.20598561755960076
2026002,2.33,0.20338519282130874
2026002,2.34,0.2007847680830168
2026002,2.35,0.19818524061865686
2026002,2.36,0.1956622548659375
2026002,2.37,0.19327248224409155
2026002,2.38,0.1909269270238308
2026002,2.39,0.18859662066557328
2026002,2.4,0.18628414726106454
2026002,2.41,0.18400399043188434
2026002,2.42,0.18179731633251348
2026002,2.43,0.17969197392635625
2026002,2.44,0.17768874014003372
2026002,2.45,0.1758601121747977
2026002,2.46,0.17417239522536307
2026002,2.47,0.1726129263148186
2026002,2.48,0.17111767152429797
2026002,2.49,0.16975183434587682
2026002,2.5,0.16848373564672917
2026002,2.51,0.1673208567878317
2026002,2.52,0.16624647458088507
2026002,2.53,0.1653011096684774
2026002,2.54,0.16443930494703637
2026002,2.55,0.1636398372445899
2026002,2.56,0.1628755845739756
2026002,2.57,0.16216890560750963
2026002,2.58,0.16148142180295297
2026002,2.59,0.16080428733931562
2026002,2.6,0.16020089853760258
2026002,2.61,0.15967447910986735
2026002,2.62,0.1592420496907432
2026002,2.63,0.15888766051854278
2026002,2.64,0.15865486442684507
2026002,2.65,0.1585496122762453
2026002,2.66,0.1585436387603367
2026002,2.67,0.1586602731067402
2026002,2.68,0.1588717561530269
2026002,2.69,0.1591677089716336
2026002,2.7,0.15956702171203574
2026002,2.71,0.1600114922320212
2026002,2.72,0.16050617562898456
2026002,2.73,0.1610768746863407
2026002,2.74,0.16174111508407193
2026002,2.75,0.16249522273172315
2026002,2.76,0.16341510651358807
2026002,2.77,0.16446461319301545
2026002,2.78,0.16562967963871125
2026002,2.79,0.16697153162958384
2026002,2.8,0.16850953698681229
2026002,2.81,0.17018250625975148
2026002,2.82,0.17200237968985774
2026002,2.83,0.17386805782160805
2026002,2.84,0.1757426416341594
2026002,2.85,0.17768692315107273
2026002,2.86,0.17969169256470066
2026002,2.87,0.1818243624902162
2026002,2.88,0.18400729511975708
2026002,2.89,0.18620489293762543
2026002,2.9,0.18841258322099816
2026002,2.91,0.19063280888956569
2026002,2.92,0.19285303455813316
2026002,2.93,0.19507899128409373
2026002,2.94,0.19732257614756185
2026002,2.95,0.1995661610110301
2026002,2.96,0.20180974587449818
2026002,2.97,0.20405333073796644
2026002,2.98,0.20631681246333414
2026002,2.99,0.20859750286499268
2026002,3.0,0.21087819326665105
2026003,0.2,0.9285568808850514
2026003,0.21,0.9249871400991692
2026003,0.22,0.921417399313287
2026003,0.23,0.9178476585274046
2026003,0.24,0.9142779177415223
2026003,0.25,0.9107081769556401
2026003,0.26,0.907138436169758
2026003,0.27,0.9035686953838756
2026003,0.28,0.8999989545979934
2026003,0.29,0.896429213812111
2026003,0.3,0.8928594730262289
2026003,0.31,0.8892908780158582
2026003,0.32,0.8857225274564181
2026003,0.33,0.882154176896978
2026003,0.34,0.8785858263375381
2026003,0.35,0.875017475778098
2026003,0.36,0.8714491252186578
2026003,0.37,0.8678807746592179
2026003,0.38,0.8643124240997777
2026003,0.39,0.8607440735403377
2026003,0.4,0.8571757229808976
2026003,0.41,0.8536073724214576
2026003,0.42,0.8500390218620175
2026003,0.43,0.8464706713025775
2026003,0.44,0.8429023207431373
2026003,0.45,0.8393339701836973
2026003,0.46,0.8357656196242571
2026003,0.47,0.8321972690648171
2026003,0.48,0.828628918505377
2026003,0.49,0.8250605679459369
2026003,0.5,0.8214922173864969
2026003,0.51,0.8179238668270569
2026003,0.52,0.8143557695931969
2026003,0.53,0.8107888418261081
2026003,0.54,0.8072219140590192
2026003,0.55,0.8036552807579673
2026003,0.56,0.8000898259324417
2026003,0.57,0.7965243711069161
2026003,0.58,0.7929589162813904
2026003,0.59,0.7893936112022912
2026003,0.6,0.7858296713584767
2026003,0.61,0.7822657315146624
2026003,0.62,0.7787017916708481
2026003,0.63,0.7751378518270335
2026003,0.64,0.7715739119832191
2026003,0.65,0.7680107587177575
2026003,0.66,0.7644494634848219
2026003,0.67,0.760889811982389
2026003,0.68,0.7573310566062326
2026003,0.69,0.7537738655745465
2026003,0.7,0.7502180426730248
2026003,0.71,0.7466630667294911
2026003,0.72,0.7431092719056774
2026003,0.73,0.739555477081864
2026003,0.74,0.7360016822580504
2026003,0.75,0.7324478874342367
2026003,0.76,0.7288940926104231
2026003,0.77,0.7253413844742282
2026003,0.78,0.7217894419295252
2026003,0.79,0.7182392653232785
2026003,0.8,0.7146910669897941
2026003,0.81,0.7111447798711451
2026003,0.82,0.7075985016941926
2026003,0.83,0.7040522235172401
2026003,0.84,0.7005077017751142
2026003,0.85,0.6969633460617632
2026003,0.86,0.6934189903484124
2026003,0.87,0.6898746346350615
2026003,0.88,0.6863302789217106
2026003,0.89,0.6827859232083596
2026003,0.9,0.6792415674950087
2026003,0.91,0.6756972117816579
2026003,0.92,0.672152856068307
2026003,0.93,0.668608500354956
2026003,0.94,0.665065297514152
2026003,0.95,0.6615229116260642
2026003,0.96,0.6579805257379768
2026003,0.97,0.6544381398498892
2026003,0.98,0.6508957539618017
2026003,0.99,0.647353368073714
2026003,1.0,0.6438109821856265
2026003,1.01,0.6402685962975387
2026003,1.02,0.6367278697605139
2026003,1.03,0.6331874667316799
2026003,1.04,0.6296470637028458
2026003,1.05,0.6261066606740118
2026003,1.06,0.6225662576451778
2026003,1.07,0.6190258546163437
2026003,1.08,0.6154869683501222
2026003,1.09,0.61195069082439
2026003,1.1,0.6084144132986578
2026003,1.11,0.6048781357729256
2026003,1.12,0.6013418582471933
2026003,1.13,0.5978055807214611
2026003,1.14,0.594271369782218
2026003,1.15,0.5907400459081579
2026003,1.16,0.5872087686557994
2026003,1.17,0.5836776375432048
2026003,1.18,0.580151530744138
2026003,1.19,0.5766276015380021
2026003,1.2,0.573103672331866
2026003,1.21,0.5695797431257298
2026003,1.22,0.5660562375485242
2026003,1.23,0.5625408148863144
2026003,1.24,0.5590297951874272
2026003,1.25,0.555519993212739
2026003,1.26,0.5520124298000153
2026003,1.27,0.5485060023800884
2026003,1.28,0.5449995749601616
2026003,1.29,0.5414931475402347
2026003,1.3,0.5379867201203078
2026003,1.31,0.5344819073113571
2026003,1.32,0.5309782955055944
2026003,1.33,0.5274746836998316
2026003,1.34,0.5239722024205204
2026003,1.35,0.5204714387223774
2026003,1.36,0.5169706750242345
2026003,1.37,0.5134699113260918
2026003,1.38,0.5099691476279489
2026003,1.39,0.506468383929806
2026003,1.4,0.5029704383049267
2026003,1.41,0.49947253664452845
2026003,1.42,0.4959746349841302
2026003,1.43,0.4924767333237318
2026003,1.44,0.48898284858736213
2026003,1.45,0.4854935523833562
2026003,1.46,0.48200618821275854
2026003,1.47,0.47851979548604445
2026003,1.48,0.4750334027593304
2026003,1.49,0.47154701003261634
2026003,1.5,0.4680606173059022
2026003,1.51,0.4645742245791882
2026003,1.52,0.46108783185247404
2026003,1.53,0.45760143912576
2026003,1.54,0.45411504639904593
2026003,1.55,0.45062865367233185
2026003,1.56,0.4471422609456177
2026003,1.57,0.4436558682189037
2026003,1.58,0.44016947549218965
2026003,1.59,0.4366830827654756
2026003,1.6,0.4331966900387615
2026003,1.61,0.42971076760907867
2026003,1.62,0.4262297147545842
2026003,1.63,0.42275139276213264
2026003,1.64,0.4192751572811457
2026003,1.65,0.41580264473491374
2026003,1.66,0.4123314522815613
2026003,1.67,0.40886025982820884
2026003,1.68,0.4053890673748564
2026003,1.69,0.4019178749215039
2026003,1.7,0.3984466824681515
2026003,1.71,0.3949754900147991
2026003,1.72,0.39150429756144656
2026003,1.73,0.38803310510809413
2026003,1.74,0.3845619126547416
2026003,1.75,0.38109072020138923
2026003,1.76,0.3776195277480367
2026003,1.77,0.3741483352946843
2026003,1.78,0.3706771428413318
2026003,1.79,0.3672059503879793
2026003,1.8,0.3637347579346269
2026003,1.81,0.3602635654812744
2026003,1.82,0.3567942219837695
2026003,1.83,0.35332612646980077
2026003,1.84,0.3498590204950216
2026003,1.85,0.34639444696846977
2026003,1.86,0.342929873441918
2026003,1.87,0.33946652104183817
2026003,1.88,0.33600873274612786
2026003,1.89,0.33255786488002415
2026003,1.9,0.3291103133571732
2026003,1.91,0.32566510796985404
2026003,1.92,0.32221995499931905
2026003,1.93,0.3187802468749533
2026003,1.94,0.3153453790253268
2026003,1.95,0.3119172640599907
2026003,1.96,0.30849145952348794
2026003,1.97,0.30506699075858257
2026003,1.98,0.3016425219936773
2026003,1.99,0.2982218448550879
2026003,2.0,0.29481520998080596
2026003,2.01,0.2914180099924296
2026003,2.02,0.2880256152690054
2026003,2.03,0.2846366098136696
2026003,2.04,0.281249114345456
2026003,2.05,0.2778616188772426
2026003,2.06,0.27447996104864675
2026003,2.07,0.2711031419432574
2026003,2.08,0.2677296112036466
2026003,2.09,0.26436621201184674
2026003,2.1,0.26101035225521085
2026003,2.11,0.257656038726677
2026003,2.12,0.25430705177287455
2026003,2.13,0.2509753343569361
2026003,2.14,0.24765134925422572
2026003,2.15,0.2443281021443418
2026003,2.16,0.2410087951283532
2026003,2.17,0.23770155076425756
2026003,2.18,0.23440635398985632
2026003,2.19,0.23111794445123338
2026003,2.2,0.22782953491261032
2026003,2.21,0.22454468284668616
2026003,2.22,0.2212652609910003
2026003,2.23,0.21798583913531458
2026003,2.24,0.21470641727962872
2026003,2.25,0.21142699542394297
2026003,2.26,0.20814757356825728
2026003,2.27,0.20489702126055745
2026003,2.28,0.20167965459128467
2026003,2.29,0.19851611353646745
2026003,2.3,0.19539638719078078
2026003,2.31,0.19231325938761126
2026003,2.32,0.18924469270431157
2026003,2.33,0.18620758242437033
2026003,2.34,0.1831995519200401
2026003,2.35,0.18019979864279081
2026003,2.36,0.1772002157852465
2026003,2.37,0.17420536023047933
2026003,2.38,0.1712293941123523
2026003,2.39,0.16827960328033967
2026003,2.4,0.1653718880107046
2026003,2.41,0.16251018591816668
2026003,2.42,0.15968292858202096
2026003,2.43,0.15689123371037222
2026003,2.44,0.1541729323166431
2026003,2.45,0.15156743854846594
2026003,2.46,0.14910731185435944
2026003,2.47,0.1467101526878315
2026003,2.48,0.14435663517806077
2026003,2.49,0.14212777440599939
2026003,2.5,0.13994749538084286
2026003,2.51,0.1378544057449508
2026003,2.52,0.1358519132970041
2026003,2.53,0.13395362620876544
2026003,2.54,0.13220723064867837
2026003,2.55,0.1305563102875096
2026003,2.56,0.1290152328531939
2026003,2.57,0.12752959489429033
2026003,2.58,0.12607929012782637
2026003,2.59,0.12464848756680706
2026003,2.6,0.12329245943509935
2026003,2.61,0.12203535358829726
2026003,2.62,0.12079117621817644
2026003,2.63,0.11961105393508605
2026003,2.64,0.11848849931739848
2026003,2.65,0.11743031157667688
2026003,2.66,0.11638483300193665
2026003,2.67,0.11534229262890232
2026003,2.68,0.11434465071778636
2026003,2.69,0.11341207339955957
2026003,2.7,0.112498768644684
2026003,2.71,0.11159861663558143
2026003,2.72,0.11072346905758393
2026003,2.73,0.10988761090546695
2026003,2.74,0.10907739430098577
2026003,2.75,0.10835569653256472
2026003,2.76,0.10778353276034079
2026003,2.77,0.10728644134589717
2026003,2.78,0.10685535037331367
2026003,2.79,0.10652715343300254
2026003,2.8,0.1062326576091899
2026003,2.81,0.10599128788735822
2026003,2.82,0.10583247155461177
2026003,2.83,0.10576281025870923
