inchikey,isoform,y_true,conf_low,conf_high,Molecule_Name,mean_abs_error,across_config_sd_signed_error,mean_soft_threshold_error,mean_within_compound_repeat_sd,hard_ae,easy_ae,hard_soft,easy_soft,disagreement,MolWt,MolLogP,TPSA,HeavyAtomCount,RingCount,FractionCSP3,loo_nn_similarity,scaffold,net_charge_ph74,interval_width
AIOAUDKSZPZHDV-UHFFFAOYSA-N,CYP1A2,6.267360323,6.14288825,6.38791,OCNT-2310202,0.930665826678426,0.1559264311632209,0.8068695073147897,0.24377261823094562,False,False,False,False,False,310.28800000000007,3.5745200000000024,90.97,23,4,0.0625,0.29577464788732394,c1cncc(-c2noc(-c3coc4ccccc34)n2)c1,0,0.24502174999999937
AKGNFUOCHVNYDC-UHFFFAOYSA-N,CYP1A2,5.344484643,5.16662775,5.50265125,OCNT-2313888,1.1711066988545236,0.44430873710290847,0.998462767672705,0.31417864891851344,False,False,False,False,True,334.39700000000005,1.6972000000000005,93.61,23,3,0.3125,0.5333333333333333,O=C(c1ccc(-c2ccccc2)o1)N1CCCC1,1,0.3360235000000005
AKKOBRZLXBWVCY-UHFFFAOYSA-N,CYP1A2,5.41027239,5.30851825,5.502325,OCNT-2310962,0.21219394988710738,0.19662116874238056,0.17234886852049988,0.2079091331408467,False,False,False,False,False,321.336,2.3512000000000004,94.31000000000002,24,3,0.05555555555555555,0.43548387096774194,O=C(Nc1cccc2cccnc12)c1ccccc1,0,0.19380675000000025
ALYCGUXUHDZSAE-UHFFFAOYSA-N,CYP1A2,4.298015033,3.9542685,4.85420275,OCNT-2317231,0.2422030073363869,0.3269273402162406,0.04291634085052813,0.2245840459969393,False,False,False,True,False,323.36000000000007,1.0187199999999996,90.9,24,4,0.3125,0.3888888888888889,O=C(c1cnc2n[nH]cc2c1)N1CCN(c2cnccn2)CC1,0,0.8999342499999998
AMGUHAQZHHPZGU-UHFFFAOYSA-N,CYP1A2,6.463543148,6.38224975,6.5469105,OCNT-2313300,0.9575203375967404,0.2582316009161211,0.8822937323240125,0.18618625603754022,False,False,False,False,False,280.331,3.0151000000000012,62.71,21,3,0.125,0.45,O=C(Nc1ccc(-n2ccnc2)cc1)c1cc[nH]c1,0,0.16466075000000036
AMORLHVVBKZQJY-UHFFFAOYSA-N,CYP1A2,5.09262361,4.87601325,5.26223125,OCNT-2313863,0.42431657186159666,0.21462662868775856,0.24409200147071394,0.18386839319297935,False,False,False,False,False,344.43600000000004,3.3107000000000015,58.64,24,3,0.3333333333333333,0.2987012987012987,O=C(Cc1ccsc1)Nc1ccc2c(c1)NC(=O)CCO2,0,0.3862180000000004
AMOYXGDFGWGGLF-UHFFFAOYSA-N,CYP1A2,5.749749935,5.658147,5.84535225,OCNT-2312604,0.8675565417886186,0.3982030818709347,0.7759536067886185,0.1886436273835352,False,False,False,False,True,351.30300000000005,3.4427200000000013,46.400000000000006,25,3,0.17647058823529413,0.4084507042253521,O=C(NCCc1ccccc1)c1cnn2ccccc12,0,0.18720525000000077
AMWPMSHAYVPOHP-UHFFFAOYSA-N,CYP1A2,5.82772761,5.7263405,5.93594125,OCNT-2313799,0.6693055425870233,0.12293065644267002,0.5679184325870232,0.15064832002881248,False,False,False,False,False,319.408,3.705700000000002,57.78,24,4,0.3,0.2948717948717949,O=C(NCC1(Cc2ccccc2)CCC1)c1cccc2cn[nH]c12,-1,0.2096007499999999
ANOMTFSENDHDFG-FQEVSTJZSA-N,CYP1A2,5.476187582,5.34495675,5.5853665,OCNT-2311967,0.10181431950420622,0.15117447905544748,0.08049970674904089,0.17305326437575808,False,True,False,True,False,355.821,4.426400000000004,51.58,25,3,0.15,0.42857142857142855,c1ccc(CCOc2ccc(OCc3cccnc3)cc2)cc1,0,0.24040975000000042
ANRTUOAFXNQUJO-UHFFFAOYSA-N,CYP1A2,5.109112632,4.9189585,5.27813125,OCNT-2316516,0.18912801490620632,0.1872624597153907,0.11333222010991097,0.19440756159740344,False,False,False,False,False,312.39800000000014,3.6205000000000025,64.7,22,4,0.375,0.3380281690140845,c1cncc(-c2nc(Cc3nc(C4CCC4)no3)cs2)c1,0,0.3591727500000008
ANZVCZAGMVDWPV-UHFFFAOYSA-N,CYP1A2,3.803560577,3.23254,4.3487465,OCNT-2316772,1.1857982639854876,0.29037777614767274,0.6434398778596334,0.2240286090081299,False,False,False,False,False,379.31300000000005,3.712900000000002,68.02000000000001,27,3,0.16666666666666666,0.4153846153846154,c1ccc(CCc2nc(-c3ccccc3)no2)cc1,0,1.1162064999999997
AOUPYPZTBWHPFA-LLVKDONJSA-N,CYP1A2,5.943869013,5.83725025,6.044898,OCNT-2311123,0.5532871235055569,0.12711476417584416,0.4466683605055577,0.1684101137519014,False,False,False,False,False,307.33200000000005,3.5698000000000016,59.39,23,4,0.11764705882352941,0.4057971014492754,c1ccc(Cn2cc(-c3ccc4cn[nH]c4c3)nn2)cc1,-1,0.20764774999999958
AOWBBTKHKUABIR-UHFFFAOYSA-N,CYP1A2,4.995842308,4.867607,5.132895,OCNT-2314004,0.3526901932069362,0.08555310432025995,0.26334798249760777,0.26306086824561975,False,False,False,False,False,455.4780000000003,3.4406000000000017,117.65,34,7,0.20833333333333334,0.43820224719101125,C1=Nc2nc3cc4c(cc3n2C(c2c[nH]nc2-c2cc3ccccc3o2)N1)OCCCO4,1,0.26528800000000086
APCKBGSTXTVQIO-UHFFFAOYSA-N,CYP1A2,5.08100234,4.92447975,5.22175075,OCNT-2308958,0.2550828980405036,0.16148885459730933,0.16937827762904847,0.21842847795787892,False,False,False,False,False,371.3080000000001,5.114820000000004,41.57000000000001,24,3,0.6111111111111112,0.5294117647058824,O=C(Nc1ccccc1)N1CCCC(C2CCCCO2)C1,1,0.2972710000000003
APFMKWOPIHERJL-UHFFFAOYSA-N,CYP1A2,6.134430408,6.023669,6.24658175,OCNT-2315230,1.0724859882301743,0.2852492914131997,0.9622616602301742,0.23609406399825106,False,False,False,False,False,307.4190000000001,2.720900000000001,55.63000000000001,21,3,0.6,0.3116883116883117,O=C(NCCC1CCCCO1)c1csc2cncn12,0,0.22291274999999988
APURBVBIOACKLC-UHFFFAOYSA-N,CYP1A2,3.558287917,2.8377365,4.049187,OCNT-2318451,0.5052321843751654,0.3401092545970685,0.18523927858216832,0.35244858461688516,False,False,False,False,True,342.35500000000013,-0.5025999999999986,98.82,25,4,0.4117647058823529,0.5245901639344263,O=C1CCC(N2C(=O)c3cccc(N4CCNCC4)c3C2=O)C(=O)N1,2,1.2114504999999998
AQDKRQSEIDTHDQ-UHFFFAOYSA-N,CYP1A2,2.05886211,1.05881075,3.4272975,OCNT-2314436,1.6063147463351906,0.3109164424976445,0.3451012734873766,0.37714140422725834,True,False,False,False,False,455.53000000000026,2.929220000000001,82.86000000000001,33,4,0.48,0.410958904109589,O=C(NC1CCN(C(=O)C2CCCN(C(=O)Cc3ccccc3)C2)CC1)c1ccoc1,2,2.3684867499999998
AQHHHDLHHXJYJD-UHFFFAOYSA-N,CYP1A2,5.783014945,5.68250125,5.880482,OCNT-0018684,0.6930433080264301,0.15511409853939429,0.59252961302643,0.19596247023425087,False,False,False,False,False,259.34900000000005,2.5775000000000006,41.489999999999995,19,2,0.375,0.4090909090909091,c1ccc2ccccc2c1,1,0.19798075000000015
AQJAPFHFJNHFNT-UHFFFAOYSA-N,CYP1A2,2.600185648,1.1012245,3.7259755,OCNT-2317118,1.7535848741984785,0.36275435565674186,0.6476625367439331,0.20554708019502232,True,False,False,False,True,313.3570000000001,2.2602200000000003,68.46000000000001,23,4,0.47058823529411764,0.34285714285714286,O=C(C1COc2ccccc21)N1CCC(c2ncno2)CC1,1,2.624751
ARBBCNULKSAECM-UHFFFAOYSA-N,CYP1A2,6.006747835,5.9155935,6.09851,OCNT-2316738,0.9404644104824846,0.17512596021052362,0.8493100754824848,0.1619929693565526,False,False,False,False,False,336.39500000000004,4.103300000000002,68.18,25,4,0.2631578947368421,0.38028169014084506,O=C(Nc1cc(C2CC2)[nH]n1)Nc1cccc2ccccc12,0,0.18291650000000015
AREAGOCNFVOBCP-UHFFFAOYSA-N,CYP1A2,2.06571136,1.0544365,3.20357925,OCNT-2315816,2.060588735216693,0.32923416290040025,0.9525876306712376,0.39719291285366226,True,False,False,False,False,414.44300000000027,2.3711200000000003,122.47,29,4,0.2631578947368421,0.43243243243243246,O=C1CCCC(=O)N1Cc1ccc(NS(=O)(=O)c2cnc3oncc3c2)cc1,1,2.14914275
ASFKKFRSMGBFRO-UHFFFAOYSA-N,CYP1A2,5.100591315,4.88077725,5.2876495,OCNT-0498030,0.228410924282762,0.28798742292356966,0.10593957944694896,0.19860464703403605,False,False,False,False,False,344.41400000000004,4.363220000000003,59.06,26,3,0.13636363636363635,0.39344262295081966,O=C(Cc1cccc(C(=O)c2ccccc2)c1)Nc1ccccn1,0,0.40687224999999927
ASHCCSWFPCMODT-UHFFFAOYSA-N,CYP1A2,5.703638352,5.602949,5.7998745,OCNT-2311674,0.933690605880273,0.2776393310335738,0.8362588266075459,0.2755161553477414,False,False,False,False,False,336.277,2.5342000000000002,88.49000000000001,24,3,0.14285714285714285,0.4246575342465753,O=C(Nc1nc(-c2ccccc2)n[nH]1)c1cc[nH]n1,-1,0.19692549999999986
ASHZCZJGKOMSDX-UHFFFAOYSA-N,CYP1A2,5.166467642,4.984927,5.345751,OCNT-2311779,0.36295713548285663,0.17494819090918776,0.2149122483790489,0.23582222106677353,False,False,False,False,False,349.334,2.5023999999999997,84.08000000000001,23,3,0.46153846153846156,0.375,O=S(=O)(CC1CCCO1)Nc1ccc2cn[nH]c2c1,-1,0.36082400000000003
ATLZEXPCGWQKDL-UHFFFAOYSA-N,CYP1A2,3.274629818,1.497635,3.99270875,OCNT-2311588,0.8341842825364639,0.3459856215124235,0.23261996079592367,0.2811548092101901,False,False,False,False,True,312.37300000000005,1.7950199999999996,78.09,23,3,0.35294117647058826,0.5873015873015873,O=C(c1ccc(=O)[nH]n1)N1CCC(Nc2ccccc2)CC1,1,2.4950737499999995
ATVIQSIFQPGBBE-UHFFFAOYSA-N,CYP1A2,5.81043134,5.72334225,5.8984905,OCNT-2316803,0.7345399183672439,0.33802330567801514,0.6487449920036075,0.24638293614479967,False,False,False,False,True,314.282,3.6541000000000015,36.1,22,2,0.26666666666666666,0.4,c1ccc(-c2ccc[nH]2)cc1,1,0.17514825000000034
AUGRFJVNNHVTMY-UHFFFAOYSA-N,CYP1A2,6.030363112,5.90572325,6.16081475,OCNT-2310932,1.2825168155313111,0.23467839322992198,1.1578769535313116,0.3038337744532529,False,False,True,False,False,335.74700000000007,2.1033999999999997,103.53999999999999,23,2,0.13333333333333333,0.5272727272727272,O=C(Nc1cccnc1)c1ccccc1,0,0.2550914999999998
AUWZLAUAWCSWCW-UHFFFAOYSA-N,CYP1A2,4.593450417,4.30812025,4.98991025,OCNT-2315903,0.12064372204649777,0.1488958076330883,0.017604107714976277,0.21999577927436534,False,True,False,True,False,342.4030000000002,1.220299999999999,89.20000000000002,25,5,0.6470588235294118,0.4444444444444444,c1nc(N2CCNCC2)cnc1-c1noc(C2CC23CCCOC3)n1,1,0.6817900000000003
AUYYCJSJGJYCDS-LBPRGKRZSA-N,CYP1A2,4.236983705,3.94085925,4.68260325,OCNT-2328638,0.7284963226867219,0.26149876885525863,0.33378424468455514,0.3023903151138472,False,False,False,False,False,650.9760000000001,3.952700000000001,92.78000000000002,23,2,0.13333333333333333,0.5833333333333334,c1ccc(Oc2ccccc2)cc1,-1,0.7417439999999997
AUZSUYFMOUDHNG-UHFFFAOYSA-N,CYP1A2,1.936751075,1.0396015,3.1366835,OCNT-2317767,2.557666536392063,0.20191290156408434,1.357734111392063,0.2903544531222037,True,False,True,False,False,353.4260000000002,2.2258999999999993,88.91,26,6,0.5789473684210527,0.4,O=C(Cn1nnc2ccccc21)NC(=O)NC12CC3CC(CC(C3)C1)C2,1,2.0970820000000003
AVEJIDBCLRGUQE-UHFFFAOYSA-N,CYP1A2,4.965834915,4.8013605,5.14605125,OCNT-2311083,0.14186122735687348,0.15770323989840787,0.08675950802687632,0.2158409791866351,False,True,False,True,False,372.49400000000026,3.171800000000002,83.12,26,3,0.42105263157894735,0.4696969696969697,O=C(NCCNC(=O)c1cccc(-c2cccs2)n1)NC1CCCCC1,0,0.3446907499999998
AVLOASHADGUSOL-UHFFFAOYSA-N,CYP1A2,5.607921522,5.471155,5.7351245,OCNT-2314381,0.4625502387525453,0.12863325833329248,0.33140097129800056,0.16430084025137678,False,False,False,False,False,344.4220000000001,2.818380000000001,70.63,26,4,0.3,0.2891566265060241,c1cnc(N(Cc2cn[nH]c2)CC2CCc3ccccc32)nc1,0,0.26396949999999997
AVUNNPCYKCMBQE-UHFFFAOYSA-N,CYP1A2,5.178202748,5.0401545,5.291864,OCNT-2312299,0.12014086737641781,0.16200901148024163,0.08721865381446162,0.17947354590432377,False,True,False,True,False,371.43700000000007,3.7303000000000033,77.24,26,3,0.15789473684210525,0.3,O=C(NCCCOc1ccccc1)c1ncsc1-c1ccccc1,0,0.2517095000000005
AVWOIDVOWIXTBD-UHFFFAOYSA-N,CYP1A2,5.76311979,5.67092725,5.85812275,OCNT-2311573,0.6664176457980422,0.24972517214191156,0.5893982757980422,0.24398985089802164,False,False,False,False,False,357.25500000000005,3.712380000000003,52.81,22,3,0.35294117647058826,0.28205128205128205,c1ccc(CC2CCCN2c2ccncn2)cc1,0,0.18719549999999963
AXFCZZNOYLQGPP-UHFFFAOYSA-N,CYP1A2,5.493386043,5.3573105,5.6271215,OCNT-2315241,0.16423890863613794,0.11260137556662728,0.10597711195095831,0.18553069602088243,False,True,False,False,False,307.28400000000005,2.7911800000000007,85.75,23,3,0.0,0.4838709677419355,O=C(Nc1ccccc1)c1c[nH]c2ccccc2c1=O,-1,0.2698110000000007
AXVQIXKVNSXPGM-UHFFFAOYSA-N,CYP1A2,3.18947587,1.5311505,3.93705225,OCNT-2315791,1.1964191945905798,0.23677661525048654,0.4743767672396604,0.3050919579215966,False,False,False,False,False,364.40100000000007,2.7059000000000006,75.71,27,4,0.2857142857142857,0.5522388059701493,O=C1CCc2cc(C(=O)OCC(=O)N3CCc4ccccc43)ccc2N1,1,2.40590175
AYMXSLBJADKSFF-UHFFFAOYSA-N,CYP1A2,5.52585036,5.4417075,5.60060475,OCNT-2313023,0.5813192943671249,0.2296740464668416,0.49996224891257945,0.19338026222160118,False,False,False,False,False,447.9000000000001,3.8924000000000025,117.61999999999999,30,3,0.1,0.4084507042253521,O=C(Nc1cccc(S(=O)(=O)Nc2ccccc2)c1)c1cccnc1,-1,0.15889724999999988
BAAKPPZAHCJHAC-UHFFFAOYSA-N,CYP1A2,5.494513645,5.412937,5.57955175,OCNT-2318352,0.3342064332797712,0.268129021608624,0.2760097535407419,0.15741523538997998,False,False,False,False,False,349.18800000000016,4.070700000000002,69.88,21,4,0.35714285714285715,0.2698412698412698,c1coc(-c2noc(-c3ccnn3C3CCCC3)n2)c1,0,0.16661474999999992
BAJQRLZAPXASRD-UHFFFAOYSA-N,CYP1A2,5.082651027,4.936574,5.215751,OCNT-2328838,0.38022025134716436,0.2537869690476374,0.2754068145485888,0.2398231942107163,False,False,False,False,False,199.209,3.261800000000001,43.14,15,2,0.0,0.2619047619047619,c1ccc(-c2ccccc2)cc1,0,0.2791769999999998
BAVBWDPYCHMZSH-UHFFFAOYSA-N,CYP1A2,6.365419265,6.2389395,6.5003435,OCNT-2309511,1.4194801776599155,0.314381851236158,1.2930004126599155,0.2708095001889548,False,False,True,False,False,353.42600000000004,2.881420000000001,76.19,26,3,0.3157894736842105,0.3291139240506329,O=C(Nc1ccon1)C(NCCCn1ccnc1)c1ccccc1,1,0.26140399999999975
BBAORQBKGLSIMR-UHFFFAOYSA-N,CYP1A2,4.69477369,4.42702875,5.01924025,OCNT-2315367,0.5320004756360621,0.16931206648228603,0.23235806373748769,0.17195326948870074,False,False,False,False,False,312.35200000000003,2.4795000000000007,58.870000000000005,23,3,0.1875,0.421875,c1ccc(-n2ccc(NCc3cccnc3)n2)nc1,0,0.5922115000000003
BBEPUEHUDFJMBA-UHFFFAOYSA-N,CYP1A2,3.850819357,3.44063525,4.38537525,OCNT-2314446,0.2636678362723758,0.3129645807541987,0.06403386116897117,0.33736067037650763,False,False,False,True,False,382.5080000000002,2.17392,59.650000000000006,28,4,0.5454545454545454,0.3918918918918919,O=C(CCc1c[nH]c2ccccc12)N1CCN(C(=O)C2CCCN2)CC1,3,0.9447399999999999
BCHJMMPAAPFYBO-UHFFFAOYSA-N,CYP1A2,5.649098728,5.56904625,5.72544575,OCNT-2312417,0.7071876300619636,0.14713685732706133,0.6283885111528729,0.23332267219508884,False,False,False,False,False,284.36300000000006,3.273100000000002,56.74,21,4,0.5625,0.44776119402985076,C1=CC2CC1CC2c1nc(-c2cn[nH]c2)no1,0,0.15639949999999914
BCNJVOKAJSJOAF-UHFFFAOYSA-N,CYP1A2,2.532522198,1.058419,3.821102,OCNT-2308975,1.5185450519779613,0.2386001897317916,0.3145061316093402,0.37036861910172597,False,False,False,False,False,336.41700000000003,1.0981,95.16000000000001,23,3,0.4666666666666667,0.3466666666666667,O=C1CN(S(=O)(=O)c2c[nH]c3ncccc23)CCN1,1,2.762683
BDBMLMBYCXNVMC-UHFFFAOYSA-O,CYP1A2,4.66854407,4.570109,4.777489,OCNT-2328510,0.27719051482416796,0.29351342271804576,0.2691413771160185,0.2474439115129144,False,False,False,False,False,754.0070000000001,9.055500000000004,114.99,53,6,0.32558139534883723,0.2,C(/C=C/C=C/C=C/C1=[NH+]c2ccc3ccccc3c2C1)=C1\Cc2c(ccc3ccccc23)N1,-1,0.20737999999999968
BDYAYVLTLRIZAN-DOMZBBRYSA-N,CYP1A2,4.96220564,4.779067,5.12565675,OCNT-2313477,0.7917983786218659,0.3044443193570086,0.6203387103217097,0.37163762078946605,False,False,False,False,False,306.3660000000001,0.6105,76.58,22,3,0.6666666666666666,0.3287671232876712,O=C(NC1CC1)c1ccnc(N2CCOCC2)n1,0,0.3465897499999997
BFEUJJDBPNVUAZ-UHFFFAOYSA-N,CYP1A2,5.130239262,4.99718375,5.24674675,OCNT-2314405,0.15541289579634693,0.16294290613622844,0.08795030096623312,0.16833427892514233,False,True,False,True,False,346.434,3.9308000000000023,59.81,26,4,0.2857142857142857,0.47761194029850745,O=C(Cc1ccc(C2CCC2)cc1)Nc1c[nH]nc1-c1ccccn1,0,0.2495630000000002
BFNGDQTXXVPZKU-UHFFFAOYSA-N,CYP1A2,4.97390783,4.79596925,5.1146645,OCNT-2308908,0.11639036630402143,0.14962964366140952,0.07228683862536993,0.21057398440807248,False,True,False,True,False,347.41800000000006,3.9457400000000025,68.02000000000001,26,4,0.2857142857142857,0.32894736842105265,O=C1CC(Cc2nc(Cc3ccccc3)no2)c2ccccc2N1,0,0.3186952500000002
BFTMZHRFZOKECM-UHFFFAOYSA-N,CYP1A2,5.90486086,5.8089865,5.9986905,OCNT-2311205,0.905701122911935,0.26373177298708467,0.8105730501846615,0.21619953351832863,False,False,False,False,False,358.37900000000013,2.4142,99.37,25,4,0.25,0.4264705882352941,O=C(NCc1nnco1)c1csc(-c2ccc3c(c2)OCO3)n1,0,0.18970400000000076
BFVHBFKLFDSHNI-UHFFFAOYSA-N,CYP1A2,5.76913948,5.6865305,5.854704,OCNT-2316119,0.49477310233188904,0.17456671330592433,0.4285905280218179,0.21973757536921476,False,False,False,False,False,388.80500000000006,4.578300000000002,73.83,27,4,0.15789473684210525,0.3684210526315789,c1ccc(CNc2ncnc3[nH]c4ccccc4c23)cc1,1,0.16817349999999998
BFWFEEMSXVXPOE-UHFFFAOYSA-N,CYP1A2,5.420178495,5.1846175,5.62891875,OCNT-2318216,0.3634541214183365,0.3032254696702536,0.16003515183006142,0.17600489741923406,False,False,False,False,False,399.82500000000005,4.5839000000000025,57.78,26,4,0.29411764705882354,0.4583333333333333,O=C(NC1CCc2cn[nH]c2C1)c1cc2ccccc2s1,-1,0.44430125000000054
BGTVWPCPJFXQHA-UHFFFAOYSA-N,CYP1A2,5.59920017,5.4771485,5.70908625,OCNT-2312210,0.4953313819186393,0.24654636187385195,0.3875070437368217,0.2012642277426101,False,False,False,False,False,362.38500000000005,3.3553000000000015,77.52000000000001,27,4,0.19047619047619047,0.43478260869565216,O=C1CCc2cc(OCCOC(=O)c3cccc4cnccc34)ccc2N1,0,0.23193775000000016
BGZMVPUNDGPXIM-UHFFFAOYSA-N,CYP1A2,4.357767425,4.136408,4.68531275,OCNT-2313825,0.2994042575023338,0.11308002047281479,0.09488917210907358,0.2520524084811034,False,False,False,False,False,373.4520000000001,4.303300000000004,50.52,28,5,0.3333333333333333,0.45714285714285713,O=C(c1coc(=O)c2ccccc12)N1CCCC2(CCCc3ccccc32)C1,1,0.5489047499999993
