canonical_smiles,CYP3A4_pIC50_direct_inhibition,chemprop_split
O=C(c1c[nH]c(-c2ccccc2)n1)N1CCN(CC2CCCO2)CC1,2.587130662,train
CCn1c([C@@H]2C[C@H](OC)CN2c2nc3ccccc3nc2C)n[nH]c1=O,4.282762248,train
O=C(c1ccc(N2CCCC2)nc1)N1CCCC(N2CCNC2=O)C1,2.23144827,train
O=C(Nc1ccc(C(=O)O)c(Cl)c1)c1ccc2c(c1)OCO2,1.963648993,train
O=C(Nc1cn[nH]c1)c1cc(-c2ccc3ccccc3c2)[nH]n1,3.691492082,val
CNC(=O)Cn1cnc(NC(=O)C2CCN(c3ccccc3Cl)C2)n1,3.29423693,train
CC1(C)CN(C(=O)CCc2ccc(C#N)cc2)c2ccccc2O1,4.78983324,train
CC(=O)NC1CCN(c2ncnc(N3CCC(NC(C)=O)C3)c2C)C1,2.053682982,train
O=C(Nc1cnn2cccnc12)C(=O)N1CCCCC1c1ccc(Br)cc1,4.80801563,train
Cn1c(=O)oc2cc(S(=O)(=O)Nc3cnc(C(C)(C)C)nc3)ccc21,3.030799528,train
CC(C)CC1C(=O)NCCN1S(=O)(=O)c1c[nH]c2ncccc12,3.79643806,train
CCCc1cc(C(=O)NC[C@]23CNC[C@@]2(C(F)(F)F)C3)[nH]n1,4.282106348,val
O=C(COC1CCCCC1)NCC1CCN(CCc2ccccc2)C1,3.736996632,train
O=C(NCc1ccsc1)C1CCN(C(=O)c2ccccc2)CC1,3.577908428,train
CC1(C)CC(c2ccccc2)CN1C(=O)c1nnc(C2CC2)o1,3.866611273,train
Cn1c(=O)oc2c(C(=O)N[C@H]3c4ccccc4CC[C@H]3O)cccc21,4.337483833,train
CCN1CCN(C2CCN(Cc3nc(C(C)(C)C)co3)CC2)C1=O,2.547484273,train
Cn1cnnc1C1CCCN1c1cccc(-n2cnc3ccccc32)n1,3.914125675,val
CN(C)C(=O)NC1CCCN(S(=O)(=O)c2ccc3[nH]c(=O)[nH]c3c2)C1,3.926984765,val
O=C(Cc1c[nH]c2cc(Cl)ccc12)NC1CCc2ncccc2C1,4.88168079,train
CCN1CC[C@H]2OCCN(C(=O)c3n[nH]c4ccccc34)[C@H]2C1,3.29505238,train
CC(CN1CCN(c2ccccn2)CC1)NC(=O)c1c[nH]c2cccnc12,4.680828975,train
CC(C)Nc1ccc(C(=O)N2CCc3[nH]c4ccccc4c3C2)cn1,4.734992907,train
COCC(NS(=O)(=O)c1cc(C)ccc1Cl)c1cccc(OC)c1,6.650677757,val
CC(Sc1ccc(C#N)cc1)C(=O)N1CCCN(C(=O)c2ccc(F)cc2)CC1,4.580574243,train
CC(NC(=O)NCC1CCOC1(C)C)c1cc(Cl)ccc1Cl,4.48511985,train
CN(C)c1nccc2c1CCCN2C(=O)c1coc(C2CC2)n1,3.622686865,train
COc1ccc2c(c1)CCN(C(=O)C(OC)c1ccccc1)CC2,4.45277884,val
CCc1ccc(C2COCCN2C(=O)c2ccc(N3CCC(C)=N3)cc2)o1,4.381841257,val
Cn1cc(C(=O)NCC(C(=O)O)c2ccccc2)c(C2CCCCC2)n1,2.644012105,train
Cc1ccc(F)c(C(=O)N2CCc3nc[nH]c(=O)c3C2)c1,2.024335245,val
Cn1ccc2c(C(=O)Nc3ccc4c(c3)NC(=O)CC4)cccc21,4.094013043,train
CC(=O)NCC1CCCN(C(=O)c2cc(C)ccc2-n2cnnc2)C1,3.624866728,train
CC(C)(C)c1nc(CCNC(=O)C(c2cccc(F)c2)N2CCOCC2)cs1,5.248874218,train
Cn1cc(NC(=O)C2CCCN2C(=O)c2ccccc2O)cn1,2.247989647,train
CC(C)Cc1nc(C(=O)N2CC(O)CC2c2ccccc2)cs1,3.936863152,train
CCOc1ccc(OCC(=O)N2CCN(c3nnc(C)n3C)CC2)cc1,2.21060679,train
Cc1cnn(CCC(=O)N2CCCN(C(=O)c3ccc(Cl)cc3)CC2)c1,4.187814177,train
Cc1cc(F)ccc1[C@H](C)n1cc(C(C)(O)Cc2ccccc2)nn1,4.672194613,train
Cn1nccc1C1CCN(C(=O)Cc2ccc3cn[nH]c3c2)CC1,4.248313008,train
COCC1(O)CCN(C(=O)c2cc(C(C)C)cc(C(C)C)c2O)CC1,4.222455027,train
CCn1ncc(C)c1NS(=O)(=O)CCc1cccc(F)c1,3.836663758,train
C=CC(COC)NC(=O)N1CCC(c2cncn2C)CC1,4.17669487,train
COC(C(=O)N1CCCc2cccc(O)c21)c1cnn(C)c1,2.2069258,train
CC(=O)N1CCC(NC(=O)NC2CCN(c3ccccc3C(F)(F)F)C2)CC1,3.671888055,train
Cc1cnc(-c2noc(C3CC3c3ccc4c(c3)OCCO4)n2)nc1,4.76428286,train
O=S(=O)(Nc1ccc(-n2cccn2)cc1)c1ccc(Cl)cc1,5.13412217,val
Cc1cnccc1CCN1CCN(c2ncnc3c2cnn3C)CC1,5.188347138,train
Cc1nccnc1N1CCN(C(=O)C2CCc3cccnc32)CC1,2.552482262,train
Cc1nc(-c2cccc(NC(=O)N3CCC(F)(CO)C3)c2)n[nH]1,2.099843542,val
Cc1oc(-c2ccccc2)nc1CN1CCCC1c1nc(N)n(C)n1,4.869078457,train
Cc1ccc(-c2nc(C)c(C(=O)N3C4C=CCC3CC4)s2)o1,4.336416673,train
Cc1ccc(CC(C)C(=O)N2CCO[C@H](C)[C@H]2C(N)=O)cc1,3.916030493,train
CCn1cc(CNC(=O)N2CC(C)(C)[C@H]3COC[C@H]32)cn1,1.987554438,train
CCOC1CC(CNc2nc3cccc(F)c3n2C)(N2CCOCC2)C1,3.87546239,train
O=C(NCc1ccn(Cc2ccccc2)n1)N1CCN(C2CC2)CC1,3.763739442,train
Cn1nc(C2CCCCC2)cc1NS(=O)(=O)CCc1ccccc1,4.526252835,train
Cc1ccc(-c2c[nH]cc2C(=O)NCC2(N3CCOCC3)CCCCC2)s1,5.96637383,train
Cc1ccc2[nH]c(C3CCCN3C(=O)c3ccc(C(C)C)nc3)nc2c1,3.724375873,train
CC1CCN(C(=O)C2CC23CCc2ccccc23)c2c(O)cccc21,5.431020372,train
Nc1ccc(CC2CCN(C(=O)CCc3ccccc3F)CC2)cn1,5.733716787,train
Cc1ccc(NC(=O)c2cncc(F)c2)cc1C(=O)NC(C)C,2.211780667,train
Cc1nn(C(C)(C)C)c2nc(C(C)C)cc(C(=O)Nc3ccc4c(c3)NC(=O)CC4)c12,5.053744907,train
Cc1cccc(C(NC(=O)N2CCC(Cn3cccn3)CC2)C(C)(C)C)c1,4.944421005,train
O=C(c1coc2ccccc12)N1CCN(Cc2nccn2C(F)F)CC1,4.658515383,train
O=C(Nc1ccc2c(c1)CCC(=O)N2Cc1ccc(Cl)cc1)NC1CCn2ccnc2C1,4.681046027,train
CC(Cc1ccc(NC(=O)c2ccc3[nH]ncc3c2)cc1)C(=O)O,2.03019643,train
Cc1ccccc1C(O)Cn1cc(CN2CCCC2)nn1,4.410240222,val
O=C(CCc1nc2ccccc2c(=O)[nH]1)N1CC(Oc2ccccc2)C1,3.82393098,train
COc1cccc(OCC(=O)N2CCC(N3CCCC3=O)CC2)c1,2.579478153,train
Cc1cc(C)nc(-c2noc(C(CC(C)C)N3CCCCC3=O)n2)c1,3.717094888,train
O=C(Cc1csc(-c2ccc(C(F)(F)F)cc2)n1)Nc1cc2n(n1)CCC2,3.823852005,train
CCCC(NC(=O)Cc1c[nH]c2cnccc12)c1nnn[nH]1,2.024431085,val
CC1c2cc3c(cc2C2(CCCC2)CN1C(=O)c1cc(=O)[nH]c2cc(F)ccc12)OCCO3,5.086758292,val
Cc1ncn(-c2ccc(NC(=O)c3cn(CCC(C)C)nn3)cc2)c1C,4.3840829,train
NC(=O)C1CN(C(=O)NCc2ccccc2Cn2cccn2)C1,2.177398278,train
O=C(Cc1cnn(Cc2ccccc2)c1)Nc1ncc(C2CCCCC2)cn1,4.866275922,train
CN1C(=O)CCc2cc(NC(=O)C(F)(F)C3(O)CCC3)ccc21,1.95482815,train
O=C1CCc2cc(-c3cccc(O)c3F)cc3c2N1CCC3,4.923353468,train
CCOC(=O)Nc1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)cc1,4.526692223,train
Cc1cn(C(C)C)nc1NC(=O)Cc1cn2c(n1)CCCC2,2.368360845,train
O=C(Nc1ccc(F)cc1F)N1CCN(C(=O)c2ccco2)CC1,2.948431848,val
Cc1ccc(NC(=O)N2CCN(c3cnccn3)CC2)cc1OCC(F)F,5.356649293,val
C[C@H](NC(=O)Cc1cnn(-c2ccccc2)n1)c1ccc(C(F)(F)F)nc1,4.051491175,train
CC12CC(CN1C(=O)NCc1ccccc1-c1ccc(Cn3cccn3)cc1)C2,4.855531348,train
Cc1sc(=O)n(CC(=O)N(C)CC(=O)O)c1-c1ccc(F)cc1,2.093231042,train
NC(=O)c1cc(C(=O)Nc2nc(-c3ccc4c(c3)OCO4)cs2)nn1-c1ccccc1,5.914312052,train
COc1ccccc1CC1CCCN1C(=O)Cc1cnn2ccccc12,4.731289415,train
CC1CN(C(=O)c2ccc(NCc3nnc4n(C)c(=O)c5ccccc5n34)cc2)CC(C)O1,3.690696482,val
Cc1cc(C(=O)N[C@H](C)c2ccc(C(F)(F)F)nc2)on1,2.090999372,val
O=S(=O)(c1ccccc1F)N1CC(Oc2ccccc2Cl)C1,4.632807945,train
CC1c2cccnc2CCN1C(=O)Cc1n[nH]c(=O)c2ccccc12,3.624592112,train
COCCOc1ccc(Cl)cc1S(=O)(=O)NC(=O)c1csc(C)c1,3.865637308,train
NS(=O)(=O)N1CCCN(C(=O)c2ccnc3ccccc23)CC1,2.709846152,train
CC(C)(C)n1cc(NS(=O)(=O)c2cccc(Cl)c2Cl)cn1,3.96068925,train
NC(=O)c1ccccc1Oc1ccc(NC(=O)NCc2ccc(Cl)cn2)cc1,4.629011913,train
Cc1nn(-c2ccc(Cl)cc2Cl)c(C)c1CC(=O)N1CC(CO)c2ccccc21,4.984762537,val
Cc1cc(C(=O)N2CCOCC2(C)C2CC2)n2nc(C)cc2n1,2.789160905,train
O=C(c1cccc(Nc2ccccc2)c1)N1CCN(C2=NS(=O)(=O)c3ccccc32)CC1,5.861414615,train
CC(C)CN(Cc1ccccn1)C(=O)c1cnc2[nH][nH]c(=O)c2c1,2.408528185,val
Cc1ccc(NC(=O)C2CCCN(CC(F)(F)F)C2)cc1-n1cnnn1,4.39705679,train
c1cc(OCC2CC2)ncc1-c1noc(C23CCCN(CCC2)C3)n1,2.581972495,train
CCn1ncc2c(C(=O)NCc3coc(-c4ccccc4)n3)cc(-c3ccccc3)nc21,5.395813947,val
Cn1cnnc1CC1CCN(c2ncnc3scnc23)CC1,3.302121712,train
CC(=O)Nc1c[nH]nc1C1CCCN(C(=O)c2cncc(N3CCOCC3)c2)C1,2.028918637,train
O=C1CC(Cn2cc(CNC(=O)c3ccccc3)nn2)CN1,2.20583836,train
Cn1cc(NC(=O)c2ccc(N3CCCCCC3)cc2)c(C(N)=O)n1,4.55709736,train
O=C(Cc1ccc2[nH]c(=O)[nH]c2c1)N1CCOC(c2ccccc2)C1,4.068564775,val
O=C(CSc1nc2ccccc2s1)N1CCN(C(=O)c2ccc(=O)[nH]c2)CC1,3.74052281,train
O=C1Cc2cc(NS(=O)(=O)c3cccc(-c4ccccc4)c3)ccc2N1,6.051158075,train
Cc1ccc2c(c1)C1CN(C)CCC1N2C(=O)c1cncc(-c2ccc3c(c2)CCO3)c1,4.627266935,train
CCn1ncc(NS(=O)(=O)c2ccc(Br)c(C)c2)c1C(F)(F)F,4.253647843,train
CC(=O)N1Cc2ccccc2CC1C(=O)NCc1ccc(-c2ccc3c(c2)CCO3)cc1,4.68190131,train
Cc1cccnc1NCc1nc(C(F)(F)F)n2c1CCCC2,5.411355087,train
O=C(Nc1nn(Cc2ccccc2F)cc1Br)c1cnnc(C2CC2)c1,5.100720335,train
CN(C)C(=O)c1ccc(NC(=O)c2cnn3ccccc23)cc1Cl,3.21659364,train
CC(C)C(=O)Nc1nc(CC(=O)N2CC[C@H](O)[C@@H]2c2ccc(Cl)cc2)cs1,3.626002505,train
CCC1C(CO)CCN1C(=O)NCc1ccc(N2CCCC(C(N)=O)C2)cc1,2.467173532,train
O=C(NC1CCOc2ccc(F)cc21)c1ccc2c(c1)CC(c1ccccc1)OC2=O,5.173216105,train
O=C(C1CCN(c2nc3ccccc3o2)CC1)N1CCCC2(CCCc3ccccc32)C1,5.258509235,val
O=C(NC1CCN(c2cccc(Cl)c2)C1)c1cnn2cccnc12,4.42198301,train
CC(C1Cc2ccccc2O1)N(C)C(=O)Nc1ccncc1,6.29576257,train
O=C(CCc1c(-c2ccccc2)[nH]c2ccccc12)NC1CCn2ncnc2C1,4.859908095,train
CCOCc1ccc(NC(=O)c2ccc(C(F)(F)F)c(F)c2)cc1,4.131585155,train
COc1ccc(S(=O)(=O)N2CCCCC2)cc1NC(=O)NCc1c(C)nc2ccccn12,5.150775183,train
O=C1CC[C@H](NCc2ncccc2F)[C@@H](c2ccccc2)N1,2.829589687,train
COC(C)c1cccc(NC(=O)C(=O)N2CCN(C(C)=O)C[C@H]2C)c1,4.13016765,train
O=C(COC1CC1)Nc1ccc(-n2cnc3ccccc32)nc1,3.669333762,train
Cc1ccc2oc(CN(Cc3ccco3)C(=O)c3ccc4[nH]c(=O)[nH]c4c3)cc2c1,5.32587753,train
CC(C)C1c2ccccc2CCN1C(=O)Nc1ccnn1C1CCC1,4.788579197,train
CCCOc1ccc2[nH]cc(CCNC(=O)c3cncc4[nH]ccc34)c2c1,5.452919655,train
COc1cc(Br)ccc1NC(=O)C(C)c1cn(C)c2ccccc12,5.375375893,train
CSc1cncc(C(=O)NC2CCCc3c2cnn3Cc2ccccc2)n1,5.228164608,val
Cc1ccc(C2CCN(C(=O)c3ccncn3)CC2)cn1,2.02041593,train
COc1ccc(-c2nc(C)c(C(C)NC(=O)NCc3c[nH]nc3C)s2)cc1,5.337629942,train
O=C(Nc1ncn(C2CCCCC2)n1)c1c[nH]c2ccccc2c1=O,3.860223255,train
Cc1cc(NCCc2ccccc2S(N)(=O)=O)ncc1S(=O)(=O)N1CC2CCC2(C)C1,5.75675987,train
O=C(CCNC(=O)c1c[nH]c2ccccc12)Nc1ccc(-n2cnc3ccccc32)cc1,5.55603187,train
O=C(CN1CCc2ccc(O)cc2CC1)NC(c1ccccc1)c1nccs1,5.14452858,train
CO[C@@H]1CN(S(=O)(=O)c2ccc3[nH]c(=O)[nH]c3c2)C[C@H]1O,2.83212149,train
CC(C)(Oc1ccc(Cl)cc1)C(=O)OCc1cc(=O)oc2cc(O)ccc12,5.37132473,train
Cc1cc(C)c(NC(=O)CN2CCN(c3cccc(F)c3)CC2)c(C)c1,5.239640683,train
COc1cc(CC(=O)Nc2cc(C(F)(F)F)n(C)n2)ccc1C,5.0768823,train
Cn1ccnc1-c1cccc(NC(=O)c2cc3ccccc3c(=O)[nH]2)c1,4.517411932,train
Nc1nnc(C2CCN(C(=O)COc3ccc(Cl)cc3Cl)CC2)[nH]1,4.994229285,train
Cc1cc(=O)[nH]cc1C(=O)N1CCNC(=O)C1c1ccccc1C(F)(F)F,2.090409895,val
Cc1cc(C2CCN(S(=O)(=O)c3ccccc3-c3ccccc3)CC2)on1,5.332954717,train
CCOc1ccc(-c2noc(-c3cc(Cl)c(OCC)c(OC)c3)n2)cn1,1.955119468,train
Cc1cc(C2CCN(C(=O)Nc3cnn4cccnc34)CC2)ccc1Br,4.300932767,train
O=C(Nc1cc2c3c(c1)CCC(=O)N3CCC2)c1ccco1,3.159824378,train
CS(=O)(=O)Cc1ccc(Cl)cc1S(=O)(=O)N1C2CCC1C(=O)NC2,3.84640374,train
Cc1nn(-c2ccccc2)cc1NC(=O)c1cc2c(C(F)(F)F)cc(=O)[nH]c2o1,3.978649387,train
Cc1cccc(-c2cncc(C(=O)N(C)c3cccnc3)c2)c1,4.545574832,train
O=C(c1nc(NCc2ccco2)ncc1Cl)N1CCc2sccc2C1,4.81260784,train
COCCOc1cc(NC(=O)Cc2ccc(C(=O)O)cc2)ccc1OC,1.966218385,train
CCc1ccc(NC(=O)NCCCc2cccc(C(F)(F)F)c2)cc1S(N)(=O)=O,5.572514315,train
CC[C@H](C)[C@H](NC(=O)Cn1ccnc1)c1nc2ccccc2[nH]1,6.619647975,train
O=C(NCC1=NOC2OCCC12)c1cccc2c1OCC2,2.141555135,train
COC[C@@H](NC(=O)c1c[nH]nc1-c1cccc(Cl)c1)c1cccnc1,4.988303825,train
Cc1cc2c(o1)CC(C)(C)CC2NC(=O)Cn1cc(C(=O)O)cn1,2.225750435,train
Cn1nc2c(c1S(=O)(=O)N1CCN(C(=O)c3ccc(F)cc3)CC1)COCC2,3.814395395,train
Cc1cncc(C(=O)Nc2ccc(N3CC(C)OC(C)C3)nc2)c1,4.112927565,train
O=c1[nH]c2cccc(-c3ccc(N4CC[C@@H](O)C4)nc3)c2[nH]1,2.433856025,val
Cc1conc1NC(=O)CCc1c(-c2ccc(F)cc2)[nH]c2ccccc12,5.719062883,train
Cn1cc(-c2c[nH]cc2C(=O)NC2CCCOCC2)cn1,3.552159,train
O=C(c1cccc(Br)c1)N1CCN(c2ccc(Cl)cn2)CC1,4.88311627,train
O=C(C(O)c1cccc(C(F)(F)F)c1)N1CCc2ccccc2CC1,4.77881633,train
Cc1cnn(C2CCN(S(=O)(=O)c3cccc(CC#N)c3)CC2)c1,4.457833147,train
CC1c2cccn2CCN1C(=O)Cn1nnc2ccccc21,3.033616223,train
CC(NC(=O)CC1=CCCCC1)c1nc2ccccc2[nH]1,4.06697716,train
O=C(c1ccc(Cc2ccccc2)cn1)N1CCCC2(CCOCC2)C1,3.934902302,train
Cc1c(CNC(=O)c2coc3cc(F)ccc23)noc1-c1ccccc1,6.330775717,train
COc1ccc(CCN2C(=O)NCC(C)(C)C2=O)cc1OC,4.226493735,train
O=C(NCc1ccc(C2CC2)cc1F)c1cc2occc2[nH]1,5.495719175,train
O=C(NC1CCN(CCF)C1=O)N1CCCC(c2cc(O)cc(F)c2)C1,3.034982053,train
